District,SS,Toponym,Chrononym,Def,Context,Year,Comment,Latitude,Longitude,DISS
Вохом,Лапшинский,Лапшино,БОГОЛЮБиМАЯ,"праздник, отмечаемый летом после Петрова дня","СпервА ЗАговиньё, ПетрОв День, а потОм уж БоголюбИмая, БогорОдчина.",2011 февраль,,,,
Вохом,Согорский,Согра,БОГОЛЮБиМАЯ,церковный праздник,"БоголюбИмая ‒ тоже праздник, летом.",2012 лето,,,,
Вохом,Лапшинский,Ерусалим,БОГОЛЮБиМАЯ,"праздник, отмечаемый 1 июля","БоголюбИмая ‒ 1 иЮля прАздновали, все плясАли.",2011 февраль,,,,
Вохом,Петрецовский,Никола,БОГОЛЮБиМАЯ,1 июля,БоголюбИмая на ПетрецОве и в ЗубАкине.,2012 лето,,,,
Вохом,Маручатский,Погорелка,БОГОЛЮБиМАЯ,"престольный праздник в д. Погорелка (Маручатского с\с), отмечаемый 1 июля","БоголюбИмая ‒ 1 июля она, на ПогорЕлке гуляют",2011 авг.,,,,
Вохом,Маручатский,Погорелка,БОГОЛЮБиМАЯ,"престольный праздник, отмечаемый в д. Погорелка (Маручатское с/п) 1 июля","БоголюбИмая ‒ так вОде у МаручАт, на ПогорЕлке",2011 авг.,,,,
Вохом,Вохомский,Вохма,БОГОЛЮБиМАЯ,праздник 1 июля,"С первого июля уже пойдёт сенокос, БоголюбИмая была. Вот с этой БоголюбИмой начинали сенокос.",2011 февраль,,,,
Вохом,Сосновский,Свинки,БОГОЛЮБиМАЯ,"праздник, отмечаемый в д. Свинки (1 июля) и б. д. Бызово (2 июля)","На СвИнках первого июля, на БызОве второго июля ‒ БоголюбИмая",2012 лето,,,,
Вохом,Маручатский,Погорелка,БОГОЛЮБиМАЯ,"праздник, отмечаемый в д. Погорелка (Маручатское с/п)","С Тихонова-то дня из Питера в Погорелку ходили там, в СемЁновскоё, БоголюбИмая их праздник ‒ икона есь такая, БоголюбИмая.",2011 авг.,,,,
Вохом,Сосновский,Марково,БОГОЛЮБиМАЯ,православный праздник 1 июля,"На БоголюбИмую мёд обычно выдували, первого июля.",2012 лето,,,,
Вохом,Воробьевицкий,Воробьёвица,БОГОЛЮБиМАЯ,"праздник, отмечающийся 1 июня",Первого июня ‒ БоголюбИмая.,2011 авг.,,,,
Вохом,Петрецовский,Никола,БОГОЛЮБиМАЯ,"праздник, отмечаемый 1 июля","Такие закОнные дак ТрОицын день, Духов день, БоголюбИмая, летние-от праздники, БоголюбИмая первого числа бывает июля.",2011 февраль,,,,
Вохом,Петрецовский,Петрецово,БОГОЛЮБиМАЯ,"праздник, отмечаемый в д. Петрецово 2 июля",,2012 лето,,,,
Вохом,Маручатский,Макарята,БОГОЛЮБиМАЯ,"праздник, который отмечается 1 июля",,2011 авг.,,,,
Вохом,Маручатский,Погорелка,БОГОЛЮБиМАЯ,"религиозный праздник, отмечаемый летом","БоголюбИмая… ходили на ПогорЕлки, играли на гармошке.",2011 авг.,,,,
Вохом,Петрецовский,Петрецово,БОГОЛЮБиМАЯ,"праздник, отмечаемый 1 июля в д. Зубакино и 2 июля в д. Петрецово",,2012 лето,,,,
Вохом,Маручатский,Богатыриха,БОГОЛЮБиМАЯ,праздник 1 июля,,2011 авг.,,,,
Вохом,Семёновский,Спас,БОГОЛЮБиМАЯ,"православный праздник, отмечаемый 1 июля","Тихонов был День, БоголюбИмая, Преображенье, ВоскресЕньев День.",2011 авг.,,,,
Вохом,Петрецовский,Петрецово б,БОГОЛЮБиМАЯ,"праздник, отмечаемый 2 июля в д. Петрецово","БоголюбИмая еще Игрища игрАли, станут плясать восьмЁру, второго июля на ПетрецОве, пляшут, расходятся перед утрО.",2011 февраль,,,,
Вохом,Маручатский,Погорелкаб,БОГОЛЮБиМАЯ,"праздник, отмечаемый в д. Погорелки 2 августа (?), в середине лета","На ПогорЕлках был прАздник ‒ БоголюбИмая, 2 Августа прАздновался, все съезжАлись ото всех краЁв.",2009 авг.,,,,
Вохом,Маручатский,Погорелка,БОГОЛЮБиМАЯ,"престольный праздник в дд. Вохминского с/с, отмечаемый в июле",,2009 авг.,,,,
Вохом,Маручатский,Погорелка,БОГОЛЮБиМАЯ,"праздник, отмечаемый в д. Погорелка (Вохминский р-н) 1 июля","У нас ПетрОвская, у них БоголюбИмая. На ПогорЕлке отмечАли за ДоровИцей.",2009 авг.,,,,
Окт,Покровский,Даровая,БОГОЛЮБиМАЯ,праздник в сентябре (когда?),"БоголюбИмая в сентябрЕ, когда лён убирАют.",2011 февраль,,,,
Окт,Покровский,Катушенки,БОГОЛЮБиМАЯ,летний праздник (какой?),"БоголюбИмая лЕтом, это мЕлкие прАздники.",2011 февраль,,,,
Окт,Сивцевский,Останино,БОГОЛЮБиМАЯ,"местный церковный праздник, отмечаемый 1/14 июля",,2011 февраль,,,,
Вохом,Обуховский,Троица б,БОГОЛЮБиМАЯ,"праздник в д.Троица Вохом. р-на, отмечаемый 1 июля","У ТрОицы онА, БоголюбИмая.",2011 февраль,,,,
Вохом,Маручатский,Погорелка,БОГОЛЮБиМАЯ,"престольный праздник в д. Погорелка, отмечаемый 1 июля",,2009 авг.,,,,
Вохом,Маручатский,Погорелка,БОГОЛЮБиМАЯ,"праздник, отмечавшийся 1 июля",БоголюбИмая перед ПрокОпьевым днём на ПогорЕлке.,2009 авг.,,,,
Кадый,Котловский,Рубцово,БОГОЛЮБиМОВО,"праздник, отмечаемый в д. Рубцово 1.07.","ПрестОльный прАздник в РубцОве был, звАли БоголюбИмово.",2004 авг.,,,,
